Jurisdicción,CUE Anexo,Nombre,Sector,Ámbito,Domicilio,CP,Código de área,Teléfono,Fecha alta,Cant. Alumnos,Asignación parcial ($),Asignación final ($),Promedio nota alumnos
Jujuy,380073300,JARDIN INDEPENDIENTE LA VIRGEN NIÑA,Estatal,Urbano,AV. LIBERTAD 889 25 DE MAYO ,Y4612,388,4270686,30570,4005,0,0,10
Santa Fe,820017304,CE.C.LA. NRO 54,Estatal,Urbano,TUCUMAN 3445 DOCTOR LUIS AGOTE ,S2000,341,4392744,23737,3592,0,0,3
Corrientes,180071500,CENTRO DE EDUCACION SECUNDARIA PARA ADULTOS Nº 7 PADRE J. DEMARCHI,Estatal,Urbano,MARIANO MORENO S/N  BO. SAN ANTONIO-03782-15405100 ,W3420,,,27269,3350,0,0,8
Misiones,540134300,ESC. Nº 857: SOL NACIENTE,Estatal,Urbano,AVDA. JUAN PABLO II  A 3-1(VIRGEN DE FÁTIMA) BARRIO FATIMA A 3-1,N3304,376,154391092/4722754,24299,2162,0,0,3
Santa Fe,820196900,JARDIN DE INFANTES NRO 29,Estatal,Urbano,CALLE 55 352  ,S2607,3462,451720,29054,4913,0,0,10
Santa Fe,820103700,TALLER DE EDUCACION MANUAL NRO 148 PABLO PIZZURNO,Estatal,Urbano,CALLE 15 647  ,S2505,3471,489013,22148,4986,0,0,3
Santa Fe,820237300,ESCUELA NRO 6 DOCTOR MARIANO MORENO,Estatal,Urbano,ITUZAINGO 1814 CANDIOTI ,S3000,342,4572952*2952,22934,2398,0,0,6
Córdoba,140062000,J.DE INF. EL JILGUERITO,Estatal,Urbano,RIVADAVIA 938  ARROYO CABRAL,X5917,353,4877861,31071,3639,0,0,6
Mendoza,500179102,PROF. FABIAN ROBERTO TESTA,Estatal,Urbano,  FLORES SUR CALLE 5 Y CALLE 2,M5500,261,4201033,33053,4878,0,0,4
Salta,660057600,INSTITUTO SUPERIOR DE FORMACION DOCENTE Nª 6015,Estatal,Urbano,HIPOLITO IRIGOYEN Y SAN LUIS  CENTRO ,A4550,3878,472188,22589,4655,0,0,9
Santiago del Estero,860115200,ESCUELA N° 375 MERCEDES SALAVERRI DE IRURZUM,Estatal,Urbano,DORREGO 1430 DORREGO ,G4300,,,32048,2197,0,0,6
Buenos Aires,60267000,COMUNIDAD EDUCATIVA CRECIENDO JUNTOS,Privado,Urbano,BELGRANO Y ALTE. BROWN 2901  BARRIO PARQUE,1744,237,469-1162,28521,4393,0,0,6
Buenos Aires,60533700,JARDÍN DE INFANTES SAGRADA FAMILIA,Privado,Urbano,BOLIVAR E/ PAGOLA Y 3 DE FEBRERO 755  ,2800,3487,42-2423,19385,4597,0,0,10
Chaco,220021501,E.E.P. Nº  953,Estatal,Rural,   LOTE 8-PJE.EL QUEBRACHO BALEADO,H3705,,,30764,2527,0,0,8
Chubut,260026100,VUELTA DEL RIO,Estatal,Urbano,J.J. Williams   ,U9107,280,4492042/4492054,30210,3851,0,0,10
Corrientes,180052400,ESCUELA Nº 265 GREGORIA M.DE SAN MARTIN,Estatal,Urbano,AV.SAN MARTIN Y AMADO BONPLAND   ESC. N°265 ¨GREGORIA M. DE SAN MARTIN¨,W3230,3772,15515553- 15417662,22993,2579,0,0,10
Santiago del Estero,860198004,Agrupamiento 86124 esc. N° 208,Estatal,Rural,Ruta Provincial 211   ,,,,34102,3845,0,0,7
Buenos Aires,60147400,ESCUELA DE EDUCACIÓN PRIMARIA Nº11 JUAN JOSÉ PASO,Estatal,Urbano,127 Y DIAGONAL 120 S/N  ,2700,2477,43-7608,28761,4405,0,0,9
Córdoba,140058500,FRAY JUSTO SANTA MARIA DE ORO,Estatal,Urbano,CALLE PUBLICA S/N   CAMPO VALDEMARIN P/TIO PUJIO SUR,X5936,353,155666561,20393,1956,0,0,7
Buenos Aires,60131600,ESCUELA DE EDUCACIÓN PRIMARIA Nº38 EJERCITO ARGENTINO,Estatal,Rural,CUARTEL XI   ,7203,2293,15-34-7069,25499,2780,0,0,4
Buenos Aires,60561900,INSTITUTO SUPERIOR DE FORM. DOC. Y TECN. LEOPOLDO MARECHAL,Estatal,Urbano,SERRANO 1326  ,1663,11,4451-4849,19914,3027,0,0,9
Formosa,340089300,JIN Nº 27 - EPEP DE FRONTERA Nº 17 ,Estatal,Urbano,FRAY ANTONIO BENITEZ  SANTA MARÍA ,P3610,3718,428822,25050,3296,0,0,7
Tucumán,900214602,AULA TALLER MOVIL Nº2 DE REFRIGERACION Y AUTOMATISMO,Estatal,Urbano,AV. SARMIENTO 850  ,,,,29613,2000,0,0,9
Córdoba,140020903,J.DE INF. MARIANO MORENO ANEXO DIQUE DE LOS MOLINOS,Estatal,Rural,VILLA LA MERCED RUTA PROV. 5 KM 62   RUTA PROV. 5 KM 62 VILLA LOS MOLINOS,X5196,3546,426687 (JARDÍN BASE),33977,1941,0,0,4
San Juan,700014000,ALBERGUE DOMINGO FRENCH,Estatal,Rural,LLOVERAS S/N  LAS LAGUNAS ,J5435,264,4302081,27852,1649,0,0,4
Catamarca,100008200,ESCUELA DE ADULTO NO.38,Estatal,Urbano,FLORIDA 300 LA TABLADA ,K4700,,,26939,3934,0,0,8
Santa Fe,820072306,GRADO RADIAL I- C.E.P.A NRO 21,Estatal,Urbano,FRAY LUIS BELTRAN 1686  ESCUELA NRO 1342,S2451,-,-,34938,4093,0,0,3
Misiones,540040701,Aula Sat. Nº 01: ESC. Nº 651,Estatal,Urbano,   RUTA NACIONAL 14-Picada PAYESKA- KM 997,N3353,3755,15330607,32263,4937,0,0,5
Buenos Aires,60540200,ESCUELA DE EDUCACIÓN PRIMARIA Nº1 GENERAL JOSÉ DE SAN MARTIN,Estatal,Urbano,ANCHORENA ESQ.RODRIGUEZ 900  ,2942,3329,48-5798,25301,4318,0,0,4
Tucumán,900055200,ESC. TECNICA N° 2 OBISPO COLOMBRES,Estatal,Urbano,DOMINGO GARCIA 47 SUR ,T4000,381,4204157,18916,3689,0,0,6
Santa Fe,820310400,I.S.P.I. NRO 4032 CRISTO REY,Privado,Urbano,2 DE JULIO 811 SAN JOSE OBRERO ,S3572,3482,454802,33179,4004,0,0,5
Santa Fe,820173700,E.E.M.P.A. NRO 1267 BRIGADIER ESTANISLAO LOPEZ,Estatal,Urbano,AVENIDA SAN MARTIN 2050 CENTRO RUTA NAC.N 11,S2152,341,4710320,18909,4782,0,0,10
Tucumán,900045500,ESC. DIVINA PROVIDENCIA,Estatal,Rural,JAVIER LOPEZ 297 DIAGONAL NORTE ,T4001,,4374465,21164,3693,0,0,3
Buenos Aires,60054300,ESCUELA ESPECIAL APRENDER A CRECER,Privado,Urbano,ESMERALDA 417  ,1706,11,4659-2531,26655,1758,0,0,8
Chubut,260070204,UEM-ES N° 98 LOS CIPRESES,Estatal,Rural,   ,9203,2945,479702,20676,4485,0,0,10
Tierra del Fuego,940001600,JARDIN DE INFANTES DULCE DE LECHE,Privado,Urbano,GOBERNADOR PAZ 1486 CENTRO ,V9410,2901,422044,20203,4647,0,0,6
Catamarca,100029700,ESCUELA DE ADULTOS N° 40,Estatal,Urbano,GOB. RODRIGUEZ 780 MUNICIPAL PUEYRREDÓN PARROQ.SAN CAYETANO,K4700,,,22705,2189,0,0,9
Santa Fe,820255500,ESCUELA NRO 96 FLORENTINO AMEGHINO,Estatal,Urbano,BUENOS AIRES 2027 REPUBLICA DE LA SEXTA ,S2000,341,4728621,32441,3109,0,0,6
Corrientes,180063900,ESCUELA PRIMARIA P/ADOLESC.Y ADULTOS Nº 28,Estatal,Urbano,HERNAN CORTES 760 JUAN DE VERA Entre calles Irala y Balboa,W3400,379,154797028,22970,4433,0,0,6
Santiago del Estero,860223506,Agrupamiento 86008 Esc. N° 366,Estatal,Rural,   ,,,,23202,1514,0,0,10
Ciudad de Buenos Aires,20064700,JIC N° 03 DE 01,Estatal,Urbano,JUNCAL 3185 PALERMO ,C1425,11,4801-0298,26413,2198,0,0,6
La Pampa,420045003,J.I.N. Nº 15 en Escuela Nº 30,Estatal,Rural,A. Cangueiro 482  ,L6203,2335,495298/495022,19209,2208,0,0,3
Misiones,540170300,NENI Nº 56 (Sede ESC. Nº 686),Estatal,Urbano,JOSE ZORRILLA  ARROYITO ESC. Nº 686,N3328,3743,15479171,26622,3535,0,0,4
Catamarca,100064300,ESCUELA N° 284 DOMINGO F.SARMIENTO,Estatal,Rural,   MIRAFLORES OESTE,K4724,383,154241889,32272,4243,0,0,5
Misiones,540197300,NENI Nº 88 (Sede ESC. Nº 947),Estatal,Urbano,Estanislao del Campo  25 de mayo Cerca del Jardín Maternal Teresa de Calcuta,3370,3757,549003,28948,2288,0,0,7
La Rioja,460023500,ESC.N°334 MARIA LUISA DAVILA DE LARGUIA,Estatal,Urbano,EL TRIANGULO   ,F5372,,,27246,3603,0,0,9
Santa Fe,820020104,GRADO RADIAL NRO IV - ESCUELA NOCTURNA NRO 12,Estatal,Urbano,AVENIDA JUAN DOMINGO PERON 4602 BANANA DISTRITO OESTE,S2000,341,4805860,22321,4578,0,0,9
Santiago del Estero,860137200,CENTRO EXPERIMENTAL Nº 8 GENERAL ANTONINO TABOADA,Estatal,Urbano,REPUBLICA Y MAILIN 302 CENTRO REPUBLICA Y MAILIN NRO.302 CLODOMIRA,G4338,385,4921063,31222,4516,0,0,5
Santiago del Estero,860157000,INSTITUTO NUESTRA SEÑORA DE LA CONSOLACION DE SUMAMPA,Privado,Rural,LOS NUÑEZ   RUTA 9 VIEJA,G4201,385,154892259,23225,2100,0,0,5
Córdoba,140054800,INSTITUTO JOSE MANUEL ESTRADA,Privado,Urbano,RIVADAVIA 941  OBISPO TREJO,X5225,3575,497090,32465,4377,0,0,5
Santiago del Estero,860197309,Agrupamiento 86117 / 86118 Esc. N° 614,Estatal,Rural,   ,,,,19428,4111,0,0,3
Chubut,260001200,Las Golondrinas,Estatal,Rural,Camino de la Cruz   ,U9211,294,4473106/ 4471859,18600,4432,0,0,7
Río Negro,620017100,ESCUELA PRIMARIA NRO. 49 RAFAEL LANFRÉ,Estatal,Urbano,SANTIAGO DEL ESTERO 683  EEBA 24,R8424,2940,492023,25209,2453,0,0,7
Santa Fe,820261900,I.S.P.I. NRO 4029 ADMINIST. BANCARIA Y COMERCIO EXTERIOR,Privado,Urbano,SARGENTO CABRAL 156 CENTRO ,S2000,341,4219143,29904,3801,0,0,9
Santa Fe,820248900,ESCUELA NRO 232 DOMINGO FAUSTINO SARMIENTO,Estatal,Urbano,AVENIDA SARMIENTO 1504 CENTRO ,S2138,341,4941138,29910,3168,0,0,9
Jujuy,380008200,BACHILLERATO PROVINCIAL ACELERADO N 1 - UNIDAD 1 - MASCULINO,Estatal,Urbano,LEANDRO N. ALEM 250 GORRITI ,Y4600,388,4221413,20403,2581,0,0,10
Tucumán,900219200,ESC. DE NIVEL INICIAL Nº 155 NASIF MOISES ESTEFANO,Estatal,Urbano,BERNARDO HOUSSAY 3000  ,4146,3865,425463,22832,2109,0,0,4
Córdoba,140061400,J.DE INF. LEONILA DE LAS MERCEDES LEMOS,Estatal,Urbano,AVENIDA CORDOBA 538 NORTE LAS ACEQUIAS,X5848,358,4890368,19832,4280,0,0,5
Río Negro,620053700,ESCUELA PRIMARIA NRO.256 EL DIVINO INFANTE,Estatal,Urbano,JUAN B.JUSTO 945  ,R8138,2931,432604,31527,4157,0,0,5
Santiago del Estero,860114400,JARDIN DE INFANTES N° 79 TRENCITO ALEGRE,Estatal,Urbano,DORREGO  475 CENTRO ,G4300,,,19902,2823,0,0,3
Neuquén,580118600,CENTRO PROVINCIAL DE ENSEÑANZA MEDIA   89,Estatal,Urbano,20 DE DICIEMBRE BV 209 LLANQUIHUE LOTE 1 MZA 43 - C.P.E.M. 24,8319,299,5786530,26814,3511,0,0,8
Buenos Aires,60077800,INSTITUTO LA SAGRADA FAMILIA,Privado,Urbano,MORENO E/ ALSINA Y RIVADAVIA 45  ,6555,2316,45-4139,31524,3958,0,0,8
Mendoza,500103100,DR. RICARDO PALMA,Estatal,Rural,   ESTANCIA PALMA - RUTA PROV.89 S/N,M5561,2622,15409986 (directivo),34052,2701,0,0,7
Córdoba,140045400,ESCUELA GOBERNADOR EMILIO F. OLMOS,Estatal,Urbano,AVENIDA FUERZA AEREA ARGENTINA 2229 PARQUE CAPITAL B° PARQUE CAPITAL,X5010,351,4343440,27456,1649,0,0,10
Mendoza,500056400,NUESTRA SEÑORA DE LA COMPASION,Privado,Urbano,  VILLA MARIA CONGRESO DE TUCUMAN S/N,M5584,,02623-462616,26110,1920,0,0,3
Neuquén,580023500,ESCUELA PRIMARIA  33,Estatal,Rural,SIN NOMBRE   COSTA LAGO LACAR,8370,2972,425073,30801,2907,0,0,3
Santiago del Estero,860059300,ESCUELA Nº595 ENCARNACION TOLOZA,Estatal,Rural,BREA LOMA   BREA LOMA,G4201,,,27613,1679,0,0,3
Chubut,260058000,COLEGIO ALIWEN,Social/cooperativa,Urbano,Chacra 200   Hogar Granja Arturo Roberts,U9105,280,4491414,19173,3556,0,0,8
Tucumán,900103300,ESC. CAPITAN DE LOS ANDES,Estatal,Urbano,ALSINA 4771 SAN MARTIN Mza.R,T4000,381,4393961,32533,2671,0,0,8
Ciudad de Buenos Aires,20009000,JOSE MARTI,Estatal,Urbano,PJE. L E/LACARRA Y LAGUNA  VILLA SOLDATI BARRIO RAMON CARRILLO,C1437,11,4637-2020,34008,2733,0,0,7
Catamarca,100063000,ESCUELA N° 226,Estatal,Rural,   VILLA DE CAPAYAN,K4728,,,30969,4796,0,0,5
Santa Fe,820016600,ESCUELA PRIMARIA NOCTURNA NRO 10 JOSE INGENIEROS,Estatal,Urbano,ITALIA 1244 CENTRO ,S2000,341,4721443,27542,2126,0,0,3
Santa Fe,820393401,CENTRO DE ALFABETIZACION NRO 140 - P.A.E.B.A.,Estatal,Urbano,FLORENCIO VARELA 1658 VELEZ SARSFIELD EX CLUB VELEZ SARSFIELD - CENTRO DE ALFABETIZACON Nº 140 - NUCLEO Nº10025,S2132,341,155001327,27177,3801,0,0,5
Santiago del Estero,860133500,ESCUELA MUNICIPAL DE ARTES PLASTICAS,Estatal,Urbano,SAN MARTIN Y CHACABUCO  CENTRO ,G4220,3858,15416250,25234,3093,0,0,8
Tucumán,900066100,ESC. N° 309 - MARIA TERESA LOPEZ DE PAZ,Estatal,Rural,CAMINO VECINAL   RUTA Nº 312 ALT. TICUCHO,T4122,,,29348,4787,0,0,8
Tucumán,900163000,COL. COOPERATIVO JESUS SEMBRADOR,Privado,Urbano,LAS PIEDRAS 234 CENTRO ,T4000,0,4 313409,26150,3233,0,0,10
Catamarca,100025400,ESCUELA N° 233 HIPOLITO VIEYTES,Estatal,Rural,   SALADO,K5331,3827,497070,19831,2289,0,0,7
La Rioja,460050400,ESC.N°351,Estatal,Rural,CASANGATE   ,F5385,,,25937,3842,0,0,3
Misiones,540054800,ESC. Nº 168: 2 DE ABRIL,Estatal,Rural,INGRESO AL PARQUE CHE GUEVARA   CARAGUATAY- RUTA 12- KM 5 ACCESO AL PARQUE CHE GUEVARA,2384,3751,15562620,26788,2081,0,0,6
Neuquén,580120800,RESIDENCIA ESTUDIANTIL DE NIVEL MEDIO DE TAQUIMILAN,Estatal,Rural,RUTA PROVINCIAL 29  SECCION CHACRAS C.P.E.M. 83,8351,2948,497092,31742,2400,0,0,6
San Juan,700103402,JINZ N°36 JUAN JOSÉ CASTELLI TURNO MAÑANA,Estatal,Rural,AV.IGNACIO DE LA ROZA OESTE 4310  ,,264,9999,25173,2009,0,0,5
Tierra del Fuego,940006210,C.E.N.S. N°364 - ANEXO MUNICIPALIDAD DE USHUAIA,Estatal,Urbano,ARTURO CORONADO 486  ,9410,2901,441832,18789,3600,0,0,3
Buenos Aires,60313700,JARDÍN DE INFANTES TRIANGULO AZUL,Privado,Urbano,LUIS GOTE E/ SOLIS Y GABOTO 164  ,7600,223,480-1301,31647,2107,0,0,6
Santa Fe,820040500,E.E.S. ORIENTADA NRO 267 TENIENTE DANIEL JUKIC,Estatal,Urbano,LANGWORTHY 471 SAN JOSE ESTE ,S3516,3482,4891511,24266,2876,0,0,6
Chubut,260061901,ANEXO ESC. DE NIVEL INICIAL Nº 460,Estatal,Urbano,Nicanor Alvarez 1150 B° Progreso ,U9020,297,-4896260,20956,2866,0,0,10
La Pampa,420006601,C.B. Anexo EPET Nº 7 en Escuela Nº 47,Estatal,Rural,José Manuel Estrada    ,L6221,2302,495039,33761,3863,0,0,3
Formosa,340081410,JIN Nº 11 - EPEP Nº 249 NUBECITAS DE ALGODON,Estatal,Rural,RUTA PROVINCIAL Nº 4   MARCA M,P3613,,,21421,3594,0,0,7
Misiones,540171704,NENI Nº 2039 (Ext. ESC. Nº 723),Estatal,Rural,PANAMÁ  NORDESTE ESCUELA PROV. N° 723,3378,3757,15-506689,32783,2357,0,0,3
Buenos Aires,60274300,JARDÍN DE INFANTES PIRULIN,Privado,Urbano,CAXARAVILLE E/ CUYO Y AV. SIMON PEREZ 544  ,1759,2202,43-7178,32413,4877,0,0,10
Santa Fe,820197000,ESCUELA NRO 1247 CENTENARIO DE RAFAELA,Estatal,Urbano,URQUIZA 446 ALBERDI ,S2300,3492,420091,24437,1909,0,0,5
Tucumán,900175800,ESC. MEDIA EL MOJON,Estatal,Rural,EL MOJON   A 3 kilometros de la ruta provincial N323,T4115,381,156097361,29330,3042,0,0,8
Ciudad de Buenos Aires,20038100,JIC N° 02 DE 13,Estatal,Urbano,AVDA. TTE. GRAL. DELLEPIANE 4750 VILLA LUGANO ,C1439,11,4638-9751,28094,3940,0,0,4
Misiones,540111600,ESC. Nº 791,Estatal,Urbano,Picada Palo Rosa   Paraje El Tigre - L. 25 - SECC. F,N3385,3757,462668,29038,2185,0,0,9
Salta,660134702,SEDE DINAMICA DE CORONEL MOLDES,Estatal,Urbano,PRESBISTERO DIAZ S/Nº LOS OLIVOS ,A4421,387,154038939,22233,3462,0,0,10
Buenos Aires,60299500,ESCUELA ESPECIAL Nº501 GRAL. MANUEL BELGRANO,Estatal,Urbano,JOSE M. JUANENA 149  ,8180,2923,49-8411,29278,2211,0,0,8
Jujuy,380016700,ESCUELA ESPECIAL N 2 JUAN PABLO II,Estatal,Urbano,PEDRO ARAMBURU 99 CANAL DE BEAGLE ,Y4612,388,4271722,22832,2183,0,0,4
Santa Fe,820372000,E.E.S. ORIENTADA NRO 411 LEONIDAS GAMBARTES,Estatal,Urbano,PARAGUAY 1243 CENTRO 2DO. PISO,S2000,341,4721495,26830,2108,0,0,4
Ciudad de Buenos Aires,20088800,ESTEBAN DE LUCA,Estatal,Urbano,ADOLFO ALSINA 2499 BALVANERA ,C1090,11,4951-8758/8079,20793,3756,0,0,7
Ciudad de Buenos Aires,20006100,CENS Nº 21 DE 14,Estatal,Urbano,BALBOA 210 PATERNAL ,C1427,11,4554-9294,21644,2705,0,0,7
Mendoza,500256200,CAE 303 CONCRETANDO FUTURO,Social/cooperativa,Urbano,  VIGEN DE LOS VIENTOS RUTA 40 NORTE - 4 KM AL NORTE DE VILLA,,260,4029337,28726,2503,0,0,5
Mendoza,500119500,DELIA EULIARTE DE SALONIA,Estatal,Urbano,ALBERDI 431 SAN CARLOS ,M5620,2625,2625-423268,23977,3022,0,0,5
Catamarca,100038200,ESCUELA N° 17 MARÍA ISOLINA ARÉVALO,Estatal,Rural,   LOS CORRALES,K4235,,,23221,3939,0,0,9
Entre Ríos,300169200,PATAGONIA ARGENTINA 46,Estatal,Rural,   BOCA DE LAS PIEDRAS,E3153,,,22006,3686,0,0,8
